ISBN13;ID;RandomStr;Navn
9788792718464;500;Liste nr ;Liste nr  500
9788792718570;246;Liste nr ;Liste nr  246
9788792845931;90;Liste nr ;Liste nr  90
9788792894137;409;Liste nr ;Liste nr  409
9788798635956;750;Liste nr ;Liste nr  750
9788799546435;268;Liste nr ;Liste nr  268
9788799621873;230;Liste nr ;Liste nr  230
9780007447862;615;Liste nr ;Liste nr  615
9780007536726;873;Liste nr ;Liste nr  873
9780142000281;1021;Liste nr ;Liste nr  1021
9780142426043;759;Liste nr ;Liste nr  759
9780194572132;301;Liste nr ;Liste nr  301
9780195573565;370;Liste nr ;Liste nr  370
9780199533299;734;Liste nr ;Liste nr  734
9780273770411;768;Liste nr ;Liste nr  768
9780307455925;48;Liste nr ;Liste nr  48
9780307465351;929;Liste nr ;Liste nr  929
9780446570961;1148;Liste nr ;Liste nr  1148
9780517543054;691;Liste nr ;Liste nr  691
9780596006303;990;Liste nr ;Liste nr  990
9780805210316;479;Liste nr ;Liste nr  479
9780878935659;878;Liste nr ;Liste nr  878
9781259080821;831;Liste nr ;Liste nr  831
9781292026343;217;Liste nr ;Liste nr  217
9781421569482;1019;Liste nr ;Liste nr  1019
9781422188613;282;Liste nr ;Liste nr  282
9781423108771;612;Liste nr ;Liste nr  612
9781471403989;874;Liste nr ;Liste nr  874
9781741798944;760;Liste nr ;Liste nr  760
9781847940933;238;Liste nr ;Liste nr  238
9788700221345;236;Liste nr ;Liste nr  236
9788702029444;315;Liste nr ;Liste nr  315
9788702036190;661;Liste nr ;Liste nr  661
9788702048841;117;Liste nr ;Liste nr  117
9788702061406;441;Liste nr ;Liste nr  441
9788702067019;828;Liste nr ;Liste nr  828
9788702078978;337;Liste nr ;Liste nr  337
9788702101393;845;Liste nr ;Liste nr  845
9788702110395;151;Liste nr ;Liste nr  151
9788702145526;190;Liste nr ;Liste nr  190
9788702150728;469;Liste nr ;Liste nr  469
9788702151473;855;Liste nr ;Liste nr  855
9788702151763;1175;Liste nr ;Liste nr  1175
9788711349991;1110;Liste nr ;Liste nr  1110
9788711375945;817;Liste nr ;Liste nr  817
9788711395813;400;Liste nr ;Liste nr  400
9788711395912;1077;Liste nr ;Liste nr  1077
9788711408230;990;Liste nr ;Liste nr  990
9788712044529;786;Liste nr ;Liste nr  786
9788712048817;145;Liste nr ;Liste nr  145
9788712049876;642;Liste nr ;Liste nr  642
9788717042186;408;Liste nr ;Liste nr  408
9788717070929;517;Liste nr ;Liste nr  517
9788721005917;91;Liste nr ;Liste nr  91
9788721024703;531;Liste nr ;Liste nr  531
9788721035068;904;Liste nr ;Liste nr  904
9788723026170;1069;Liste nr ;Liste nr  1069
9788741223131;318;Liste nr ;Liste nr  318
9788741250717;905;Liste nr ;Liste nr  905
9788741254814;1176;Liste nr ;Liste nr  1176
9788741256139;691;Liste nr ;Liste nr  691
9788741258027;1197;Liste nr ;Liste nr  1197
9788750039037;311;Liste nr ;Liste nr  311
9788750042273;180;Liste nr ;Liste nr  180
9788750042419;537;Liste nr ;Liste nr  537
9788750042990;1127;Liste nr ;Liste nr  1127
9788756240864;624;Liste nr ;Liste nr  624
9788756250641;531;Liste nr ;Liste nr  531
9788756789240;1035;Liste nr ;Liste nr  1035
9788756797122;961;Liste nr ;Liste nr  961
9788757127690;1063;Liste nr ;Liste nr  1063
9788757408270;838;Liste nr ;Liste nr  838
9788757416411;636;Liste nr ;Liste nr  636
9788757422672;891;Liste nr ;Liste nr  891
9788757427196;618;Liste nr ;Liste nr  618
9788757430479;1191;Liste nr ;Liste nr  1191
9788759318805;256;Liste nr ;Liste nr  256
9788762808997;1124;Liste nr ;Liste nr  1124
9788762809185;74;Liste nr ;Liste nr  74
9788762809864;1090;Liste nr ;Liste nr  1090
9788762809987;481;Liste nr ;Liste nr  481
9788763002387;772;Liste nr ;Liste nr  772
9788763826969;438;Liste nr ;Liste nr  438
9788763828093;659;Liste nr ;Liste nr  659
9788763830348;1020;Liste nr ;Liste nr  1020
9788770531290;757;Liste nr ;Liste nr  757
9788770532761;725;Liste nr ;Liste nr  725
9788770532877;925;Liste nr ;Liste nr  925
9788770554725;16;Liste nr ;Liste nr  16
9788770823500;571;Liste nr ;Liste nr  571
9788771050813;803;Liste nr ;Liste nr  803
9788771088151;1107;Liste nr ;Liste nr  1107
9788771161021;619;Liste nr ;Liste nr  619
9788771241136;1015;Liste nr ;Liste nr  1015
9788771243123;660;Liste nr ;Liste nr  660
9788771294149;1186;Liste nr ;Liste nr  1186
9788771370140;783;Liste nr ;Liste nr  783
9788771372649;36;Liste nr ;Liste nr  36
9788771379969;1047;Liste nr ;Liste nr  1047
9788771420227;1042;Liste nr ;Liste nr  1042
9788771461695;599;Liste nr ;Liste nr  599
9788771480061;514;Liste nr ;Liste nr  514
9788771592252;911;Liste nr ;Liste nr  911
9788772308067;1134;Liste nr ;Liste nr  1134
9788772813189;815;Liste nr ;Liste nr  815
9788772816852;347;Liste nr ;Liste nr  347
9788772817217;935;Liste nr ;Liste nr  935
9788775233632;1143;Liste nr ;Liste nr  1143
9788776745646;678;Liste nr ;Liste nr  678
9788776757281;427;Liste nr ;Liste nr  427
9788776773076;1035;Liste nr ;Liste nr  1035
9788777063442;844;Liste nr ;Liste nr  844
9788777064012;1068;Liste nr ;Liste nr  1068
9788777067624;159;Liste nr ;Liste nr  159
9788777495885;1145;Liste nr ;Liste nr  1145
9788778421814;149;Liste nr ;Liste nr  149
9788778439277;432;Liste nr ;Liste nr  432
9788778574633;166;Liste nr ;Liste nr  166
9788778684837;270;Liste nr ;Liste nr  270
9788779346895;932;Liste nr ;Liste nr  932
9788779558113;78;Liste nr ;Liste nr  78
9788779558311;5;Liste nr ;Liste nr  5
9788779700932;741;Liste nr ;Liste nr  741
9788785168009;957;Liste nr ;Liste nr  957
9788789191195;8;Liste nr ;Liste nr  8
9788790333270;858;Liste nr ;Liste nr  858
9788790833435;1149;Liste nr ;Liste nr  1149
9788791171482;423;Liste nr ;Liste nr  423
9788792286161;985;Liste nr ;Liste nr  985
9788792746672;590;Liste nr ;Liste nr  590
9788792845078;565;Liste nr ;Liste nr  565
9788799238521;954;Liste nr ;Liste nr  954
9788799280896;864;Liste nr ;Liste nr  864
9788799546442;966;Liste nr ;Liste nr  966
9788799648009;984;Liste nr ;Liste nr  984
9788799689606;271;Liste nr ;Liste nr  271
5709281007702;683;Liste nr ;Liste nr  683
9780007448036;244;Liste nr ;Liste nr  244
9780007466061;95;Liste nr ;Liste nr  95
9780061766084;668;Liste nr ;Liste nr  668
9780061978074;1178;Liste nr ;Liste nr  1178
9780077142155;383;Liste nr ;Liste nr  383
9780241951538;781;Liste nr ;Liste nr  781
9780262232586;488;Liste nr ;Liste nr  488
9780273732952;802;Liste nr ;Liste nr  802
9780521731676;1124;Liste nr ;Liste nr  1124
9780718157838;471;Liste nr ;Liste nr  471
9780743471213;226;Liste nr ;Liste nr  226
9780753827666;430;Liste nr ;Liste nr  430
9781118319185;280;Liste nr ;Liste nr  280
9781292026596;33;Liste nr ;Liste nr  33
9781408833407;937;Liste nr ;Liste nr  937
9781451108590;316;Liste nr ;Liste nr  316
9781462507504;706;Liste nr ;Liste nr  706
9781583335215;1092;Liste nr ;Liste nr  1092
9781591398394;664;Liste nr ;Liste nr  664
9781594743061;682;Liste nr ;Liste nr  682
9781604067477;372;Liste nr ;Liste nr  372
9781615190218;142;Liste nr ;Liste nr  142
9781741794694;1150;Liste nr ;Liste nr  1150
9781939457882;1080;Liste nr ;Liste nr  1080
9782067170254;857;Liste nr ;Liste nr  857
9788700088016;650;Liste nr ;Liste nr  650
9788700141889;102;Liste nr ;Liste nr  102
9788700380561;854;Liste nr ;Liste nr  854
9788700391383;348;Liste nr ;Liste nr  348
9788700455085;443;Liste nr ;Liste nr  443
9788700491861;613;Liste nr ;Liste nr  613
9788702021431;474;Liste nr ;Liste nr  474
9788702027624;234;Liste nr ;Liste nr  234
9788702041842;1138;Liste nr ;Liste nr  1138
9788702042634;652;Liste nr ;Liste nr  652
9788702063066;43;Liste nr ;Liste nr  43
9788702087666;294;Liste nr ;Liste nr  294
9788702090710;677;Liste nr ;Liste nr  677
9788702092769;350;Liste nr ;Liste nr  350
9788702120394;237;Liste nr ;Liste nr  237
9788702129014;684;Liste nr ;Liste nr  684
9788702129793;1040;Liste nr ;Liste nr  1040
9788702134520;660;Liste nr ;Liste nr  660
9788702138757;442;Liste nr ;Liste nr  442
9788702147124;271;Liste nr ;Liste nr  271
9788702153194;398;Liste nr ;Liste nr  398
9788702153293;400;Liste nr ;Liste nr  400
9788702162844;407;Liste nr ;Liste nr  407
9788711092309;705;Liste nr ;Liste nr  705
9788711092323;721;Liste nr ;Liste nr  721
9788711312452;1090;Liste nr ;Liste nr  1090
9788711386705;570;Liste nr ;Liste nr  570
9788712041832;821;Liste nr ;Liste nr  821
9788721029661;454;Liste nr ;Liste nr  454
9788721036812;508;Liste nr ;Liste nr  508
9788721037048;114;Liste nr ;Liste nr  114
9788740011968;1132;Liste nr ;Liste nr  1132
9788741225807;492;Liste nr ;Liste nr  492
9788741254197;53;Liste nr ;Liste nr  53
9788741254753;1109;Liste nr ;Liste nr  1109
9788741255491;145;Liste nr ;Liste nr  145
9788741258461;609;Liste nr ;Liste nr  609
9788741259758;140;Liste nr ;Liste nr  140
9788750034933;273;Liste nr ;Liste nr  273
9788750041658;985;Liste nr ;Liste nr  985
9788756790161;719;Liste nr ;Liste nr  719
9788759313442;1106;Liste nr ;Liste nr  1106
9788759314913;1137;Liste nr ;Liste nr  1137
9788759315644;165;Liste nr ;Liste nr  165
9788759317938;755;Liste nr ;Liste nr  755
9788759517574;289;Liste nr ;Liste nr  289
9788761921239;534;Liste nr ;Liste nr  534
9788762713574;651;Liste nr ;Liste nr  651
9788762715363;884;Liste nr ;Liste nr  884
9788762807853;292;Liste nr ;Liste nr  292
9788762809604;655;Liste nr ;Liste nr  655
9788762810532;185;Liste nr ;Liste nr  185
9788763808132;639;Liste nr ;Liste nr  639
9788763810777;216;Liste nr ;Liste nr  216
9788763815338;1084;Liste nr ;Liste nr  1084
9788763833745;2;Liste nr ;Liste nr  2
9788770537728;1093;Liste nr ;Liste nr  1093
9788770702706;919;Liste nr ;Liste nr  919
9788770790383;682;Liste nr ;Liste nr  682
9788770820745;211;Liste nr ;Liste nr  211
9788770823890;867;Liste nr ;Liste nr  867
9788771052589;228;Liste nr ;Liste nr  228
9788771056600;797;Liste nr ;Liste nr  797
9788771080704;81;Liste nr ;Liste nr  81
9788771082180;367;Liste nr ;Liste nr  367
9788771480184;6;Liste nr ;Liste nr  6
9788771480436;599;Liste nr ;Liste nr  599
9788772817194;790;Liste nr ;Liste nr  790
9788772817200;1095;Liste nr ;Liste nr  1095
9788772818504;637;Liste nr ;Liste nr  637
9788773696101;373;Liste nr ;Liste nr  373
9788776772918;353;Liste nr ;Liste nr  353
9788776773014;282;Liste nr ;Liste nr  282
9788776912949;119;Liste nr ;Liste nr  119
9788777062384;732;Liste nr ;Liste nr  732
9788777064708;435;Liste nr ;Liste nr  435
9788777065910;736;Liste nr ;Liste nr  736
9788777067594;291;Liste nr ;Liste nr  291
9788777496042;780;Liste nr ;Liste nr  780
9788777496271;821;Liste nr ;Liste nr  821
9788778439550;442;Liste nr ;Liste nr  442
9788778672964;242;Liste nr ;Liste nr  242
9788778870896;569;Liste nr ;Liste nr  569
9788779342804;1094;Liste nr ;Liste nr  1094
9788779557437;889;Liste nr ;Liste nr  889
9788779558526;706;Liste nr ;Liste nr  706
9788779737013;966;Liste nr ;Liste nr  966
9788789466729;248;Liste nr ;Liste nr  248
9788790420543;426;Liste nr ;Liste nr  426
9788791293962;504;Liste nr ;Liste nr  504
9788792420237;567;Liste nr ;Liste nr  567
9788792550941;418;Liste nr ;Liste nr  418
9788792678577;563;Liste nr ;Liste nr  563
9788792750167;426;Liste nr ;Liste nr  426
9788792794079;1026;Liste nr ;Liste nr  1026
9788792815019;461;Liste nr ;Liste nr  461
9788792894052;191;Liste nr ;Liste nr  191
9788792914057;357;Liste nr ;Liste nr  357
9788799085170;133;Liste nr ;Liste nr  133
9788799381111;148;Liste nr ;Liste nr  148
9788799451531;715;Liste nr ;Liste nr  715
9788799632206;968;Liste nr ;Liste nr  968
9788799680405;444;Liste nr ;Liste nr  444
9780007902262;108;Liste nr ;Liste nr  108
9780061241895;1189;Liste nr ;Liste nr  1189
9780061726835;544;Liste nr ;Liste nr  544
9780062128454;172;Liste nr ;Liste nr  172
9780077129422;933;Liste nr ;Liste nr  933
9780099579946;779;Liste nr ;Liste nr  779
9780230275973;109;Liste nr ;Liste nr  109
9780273793250;124;Liste nr ;Liste nr  124
9780307463630;444;Liste nr ;Liste nr  444
9780470281666;86;Liste nr ;Liste nr  86
9780596007126;1066;Liste nr ;Liste nr  1066
9780670922857;1161;Liste nr ;Liste nr  1161
9780671791544;1180;Liste nr ;Liste nr  1180
9780803983540;866;Liste nr ;Liste nr  866
9780812973815;1132;Liste nr ;Liste nr  1132
9780955472985;190;Liste nr ;Liste nr  190
9781107658172;696;Liste nr ;Liste nr  696
9781118093757;1034;Liste nr ;Liste nr  1034
9781292041902;175;Liste nr ;Liste nr  175
9781406307634;128;Liste nr ;Liste nr  128
9781408804407;604;Liste nr ;Liste nr  604
9781612680019;83;Liste nr ;Liste nr  83
9781741791525;1004;Liste nr ;Liste nr  1004
9781741797237;1104;Liste nr ;Liste nr  1104
9781742204222;625;Liste nr ;Liste nr  625
9781848606456;911;Liste nr ;Liste nr  911
9781904946809;1199;Liste nr ;Liste nr  1199
9783829740456;255;Liste nr ;Liste nr  255
9783829767415;958;Liste nr ;Liste nr  958
9788700241060;749;Liste nr ;Liste nr  749
9788700323667;582;Liste nr ;Liste nr  582
9788700328648;174;Liste nr ;Liste nr  174
9788700382381;1088;Liste nr ;Liste nr  1088
9788700397569;446;Liste nr ;Liste nr  446
9788700497580;201;Liste nr ;Liste nr  201
9788702016048;1028;Liste nr ;Liste nr  1028
9788702030303;129;Liste nr ;Liste nr  129
9788702042443;492;Liste nr ;Liste nr  492
9788702046403;146;Liste nr ;Liste nr  146
9788702047851;1109;Liste nr ;Liste nr  1109
9788702077254;233;Liste nr ;Liste nr  233
9788702090178;688;Liste nr ;Liste nr  688
9788702117721;105;Liste nr ;Liste nr  105
9788702126020;82;Liste nr ;Liste nr  82
9788702146790;670;Liste nr ;Liste nr  670
9788702153590;1175;Liste nr ;Liste nr  1175
9788702160611;125;Liste nr ;Liste nr  125
9788702162561;414;Liste nr ;Liste nr  414
9788702162769;585;Liste nr ;Liste nr  585
9788711092385;1047;Liste nr ;Liste nr  1047
9788711164631;702;Liste nr ;Liste nr  702
9788711311530;1071;Liste nr ;Liste nr  1071
9788711337868;869;Liste nr ;Liste nr  869
9788711372197;558;Liste nr ;Liste nr  558
9788711383964;439;Liste nr ;Liste nr  439
9788711391327;853;Liste nr ;Liste nr  853
9788711397060;934;Liste nr ;Liste nr  934
9788711398777;500;Liste nr ;Liste nr  500
9788711408797;1120;Liste nr ;Liste nr  1120
9788717038233;506;Liste nr ;Liste nr  506
9788717040557;343;Liste nr ;Liste nr  343
9788717042704;1142;Liste nr ;Liste nr  1142
9788721029098;27;Liste nr ;Liste nr  27
9788721034108;254;Liste nr ;Liste nr  254
9788721034689;494;Liste nr ;Liste nr  494
9788721036768;383;Liste nr ;Liste nr  383
9788721036928;588;Liste nr ;Liste nr  588
9788740002461;1159;Liste nr ;Liste nr  1159
9788740007428;723;Liste nr ;Liste nr  723
9788740007930;498;Liste nr ;Liste nr  498
9788740009637;845;Liste nr ;Liste nr  845
9788740014907;257;Liste nr ;Liste nr  257
9788740016147;889;Liste nr ;Liste nr  889
9788741226972;1012;Liste nr ;Liste nr  1012
9788741227573;328;Liste nr ;Liste nr  328
9788741228730;364;Liste nr ;Liste nr  364
9788741250212;555;Liste nr ;Liste nr  555
9788741253756;700;Liste nr ;Liste nr  700
9788741254852;695;Liste nr ;Liste nr  695
9788741256597;1076;Liste nr ;Liste nr  1076
9788750041542;883;Liste nr ;Liste nr  883
9788750043706;583;Liste nr ;Liste nr  583
9788756787864;145;Liste nr ;Liste nr  145
9788756796521;10;Liste nr ;Liste nr  10
9788757016949;136;Liste nr ;Liste nr  136
9788757421675;83;Liste nr ;Liste nr  83
9788757426946;694;Liste nr ;Liste nr  694
9788757427592;1049;Liste nr ;Liste nr  1049
9788758812250;594;Liste nr ;Liste nr  594
9788759316375;986;Liste nr ;Liste nr  986
9788759317600;302;Liste nr ;Liste nr  302
9788761642493;417;Liste nr ;Liste nr  417
9788761919656;356;Liste nr ;Liste nr  356
9788762713567;638;Liste nr ;Liste nr  638
9788762805057;1061;Liste nr ;Liste nr  1061
9788762807846;1183;Liste nr ;Liste nr  1183
9788762903951;50;Liste nr ;Liste nr  50
9788763818131;16;Liste nr ;Liste nr  16
9788763823845;866;Liste nr ;Liste nr  866
9788763825436;473;Liste nr ;Liste nr  473
9788763826945;88;Liste nr ;Liste nr  88
9788763827218;364;Liste nr ;Liste nr  364
9788763829182;585;Liste nr ;Liste nr  585
9788770037105;814;Liste nr ;Liste nr  814
9788770037143;316;Liste nr ;Liste nr  316
9788770538411;783;Liste nr ;Liste nr  783
9788770790796;1022;Liste nr ;Liste nr  1022
9788770824224;776;Liste nr ;Liste nr  776
9788770855457;875;Liste nr ;Liste nr  875
9788770909679;34;Liste nr ;Liste nr  34
9788771220377;67;Liste nr ;Liste nr  67
9788771241099;24;Liste nr ;Liste nr  24
9788771292152;1050;Liste nr ;Liste nr  1050
9788771390629;1098;Liste nr ;Liste nr  1098
9788771411775;284;Liste nr ;Liste nr  284
9788771460285;45;Liste nr ;Liste nr  45
9788772813684;612;Liste nr ;Liste nr  612
9788772814667;788;Liste nr ;Liste nr  788
9788772817392;1143;Liste nr ;Liste nr  1143
9788772817750;58;Liste nr ;Liste nr  58
9788774148388;585;Liste nr ;Liste nr  585
9788776754778;353;Liste nr ;Liste nr  353
9788776758998;703;Liste nr ;Liste nr  703
9788776774264;563;Liste nr ;Liste nr  563
9788776912901;105;Liste nr ;Liste nr  105
9788777025693;257;Liste nr ;Liste nr  257
9788777066382;1146;Liste nr ;Liste nr  1146
9788777066771;349;Liste nr ;Liste nr  349
9788777067778;366;Liste nr ;Liste nr  366
9788777068737;465;Liste nr ;Liste nr  465
9788777068935;1035;Liste nr ;Liste nr  1035
9788777497070;777;Liste nr ;Liste nr  777
9788778421166;94;Liste nr ;Liste nr  94
9788778438447;873;Liste nr ;Liste nr  873
9788779341401;171;Liste nr ;Liste nr  171
9788779344525;746;Liste nr ;Liste nr  746
9788779965720;802;Liste nr ;Liste nr  802
9788791107382;390;Liste nr ;Liste nr  390
9788791171451;414;Liste nr ;Liste nr  414
9788791299469;215;Liste nr ;Liste nr  215
9788791407680;438;Liste nr ;Liste nr  438
9788791407963;517;Liste nr ;Liste nr  517
9788791679261;333;Liste nr ;Liste nr  333
9788791746635;1194;Liste nr ;Liste nr  1194
9788792021151;1042;Liste nr ;Liste nr  1042
9788792542571;487;Liste nr ;Liste nr  487
9788792542731;820;Liste nr ;Liste nr  820
9788792678201;1183;Liste nr ;Liste nr  1183
9788792884091;38;Liste nr ;Liste nr  38
9788793088030;253;Liste nr ;Liste nr  253
9788798902362;975;Liste nr ;Liste nr  975
9788799162673;994;Liste nr ;Liste nr  994
9788799548002;244;Liste nr ;Liste nr  244
9788799571819;362;Liste nr ;Liste nr  362
9780007424832;223;Liste nr ;Liste nr  223
9780007538041;208;Liste nr ;Liste nr  208
9780007562084;717;Liste nr ;Liste nr  717
9780133097290;66;Liste nr ;Liste nr  66
9780140135718;311;Liste nr ;Liste nr  311
9780142402511;1040;Liste nr ;Liste nr  1040
9780307743657;37;Liste nr ;Liste nr  37
9780330456845;110;Liste nr ;Liste nr  110
9780385738781;898;Liste nr ;Liste nr  898
9780465050659;249;Liste nr ;Liste nr  249
9780470689752;1178;Liste nr ;Liste nr  1178
9780521707725;197;Liste nr ;Liste nr  197
9780582429666;520;Liste nr ;Liste nr  520
9780702051944;941;Liste nr ;Liste nr  941
9780740748479;112;Liste nr ;Liste nr  112
9780812981605;240;Liste nr ;Liste nr  240
9781119941897;244;Liste nr ;Liste nr  244
9781292021317;196;Liste nr ;Liste nr  196
9781400078394;684;Liste nr ;Liste nr  684
9781408064993;942;Liste nr ;Liste nr  942
9781421569451;18;Liste nr ;Liste nr  18
9781439156810;85;Liste nr ;Liste nr  85
9781585426591;178;Liste nr ;Liste nr  178
9781592535873;825;Liste nr ;Liste nr  825
9781933064178;665;Liste nr ;Liste nr  665
9781935952503;862;Liste nr ;Liste nr  862
9788700209923;27;Liste nr ;Liste nr  27
9788700399815;1195;Liste nr ;Liste nr  1195
9788700590526;713;Liste nr ;Liste nr  713
9788700613911;625;Liste nr ;Liste nr  625
9788702019537;311;Liste nr ;Liste nr  311
9788702024166;221;Liste nr ;Liste nr  221
9788702034165;1097;Liste nr ;Liste nr  1097
9788702052817;892;Liste nr ;Liste nr  892
9788702059731;1049;Liste nr ;Liste nr  1049
9788702067071;842;Liste nr ;Liste nr  842
9788702070606;350;Liste nr ;Liste nr  350
9788702072877;480;Liste nr ;Liste nr  480
9788702075427;586;Liste nr ;Liste nr  586
9788702082661;1113;Liste nr ;Liste nr  1113
9788702087697;514;Liste nr ;Liste nr  514
9788702092295;13;Liste nr ;Liste nr  13
9788702093896;127;Liste nr ;Liste nr  127
9788702103045;1196;Liste nr ;Liste nr  1196
9788702123203;1050;Liste nr ;Liste nr  1050
9788702129137;729;Liste nr ;Liste nr  729
9788702133653;659;Liste nr ;Liste nr  659
9788702136050;1083;Liste nr ;Liste nr  1083
9788702140040;439;Liste nr ;Liste nr  439
9788702147407;806;Liste nr ;Liste nr  806
9788702154962;589;Liste nr ;Liste nr  589
9788702161991;197;Liste nr ;Liste nr  197
9788702205305;465;Liste nr ;Liste nr  465
9788711378113;1118;Liste nr ;Liste nr  1118
9788711388914;1158;Liste nr ;Liste nr  1158
9788711405079;150;Liste nr ;Liste nr  150
9788711407813;526;Liste nr ;Liste nr  526
9788711408223;693;Liste nr ;Liste nr  693
9788711409282;209;Liste nr ;Liste nr  209
9788712046929;564;Liste nr ;Liste nr  564
9788712048930;572;Liste nr ;Liste nr  572
9788714220259;710;Liste nr ;Liste nr  710
9788721021641;849;Liste nr ;Liste nr  849
9788721029487;112;Liste nr ;Liste nr  112
9788723041234;1137;Liste nr ;Liste nr  1137
9788740000108;936;Liste nr ;Liste nr  936
9788740001778;1157;Liste nr ;Liste nr  1157
9788740003956;1186;Liste nr ;Liste nr  1186
9788740007657;1088;Liste nr ;Liste nr  1088
9788740007855;1060;Liste nr ;Liste nr  1060
9788740009644;686;Liste nr ;Liste nr  686
9788740009972;66;Liste nr ;Liste nr  66
9788740012736;99;Liste nr ;Liste nr  99
9788740419337;1129;Liste nr ;Liste nr  1129
9788741227177;525;Liste nr ;Liste nr  525
9788741227672;798;Liste nr ;Liste nr  798
9788741254586;493;Liste nr ;Liste nr  493
9788741259826;348;Liste nr ;Liste nr  348
9788750041092;525;Liste nr ;Liste nr  525
9788750043805;959;Liste nr ;Liste nr  959
9788750044086;18;Liste nr ;Liste nr  18
9788756240932;1054;Liste nr ;Liste nr  1054
9788756771528;39;Liste nr ;Liste nr  39
9788757418361;775;Liste nr ;Liste nr  775
9788757426427;320;Liste nr ;Liste nr  320
9788757428858;1094;Liste nr ;Liste nr  1094
9788759317839;374;Liste nr ;Liste nr  374
9788759318539;570;Liste nr ;Liste nr  570
9788759825204;425;Liste nr ;Liste nr  425
9788761623867;1057;Liste nr ;Liste nr  1057
9788761929235;145;Liste nr ;Liste nr  145
9788761930392;653;Liste nr ;Liste nr  653
9788761932907;771;Liste nr ;Liste nr  771
9788761934116;710;Liste nr ;Liste nr  710
9788762646421;630;Liste nr ;Liste nr  630
9788762809345;53;Liste nr ;Liste nr  53
9788762809901;39;Liste nr ;Liste nr  39
9788763504966;773;Liste nr ;Liste nr  773
9788763809177;515;Liste nr ;Liste nr  515
9788763811125;250;Liste nr ;Liste nr  250
9788763812191;401;Liste nr ;Liste nr  401
9788763815413;437;Liste nr ;Liste nr  437
9788763822428;719;Liste nr ;Liste nr  719
9788763824996;631;Liste nr ;Liste nr  631
9788770530521;509;Liste nr ;Liste nr  509
9788770532891;397;Liste nr ;Liste nr  397
9788770535595;3;Liste nr ;Liste nr  3
9788770551335;986;Liste nr ;Liste nr  986
9788770555647;32;Liste nr ;Liste nr  32
9788771089189;779;Liste nr ;Liste nr  779
9788771182897;727;Liste nr ;Liste nr  727
9788771293302;934;Liste nr ;Liste nr  934
9788772476650;113;Liste nr ;Liste nr  113
9788772816500;735;Liste nr ;Liste nr  735
9788772818917;188;Liste nr ;Liste nr  188
9788775538508;910;Liste nr ;Liste nr  910
9788776644215;66;Liste nr ;Liste nr  66
9788776744885;870;Liste nr ;Liste nr  870
9788776755218;29;Liste nr ;Liste nr  29
9788776756369;1157;Liste nr ;Liste nr  1157
9788777061998;391;Liste nr ;Liste nr  391
9788777063787;83;Liste nr ;Liste nr  83
9788777064432;248;Liste nr ;Liste nr  248
9788777064630;1140;Liste nr ;Liste nr  1140
9788777066993;254;Liste nr ;Liste nr  254
9788777067754;750;Liste nr ;Liste nr  750
9788777067969;1140;Liste nr ;Liste nr  1140
9788777068836;81;Liste nr ;Liste nr  81
9788777493546;38;Liste nr ;Liste nr  38
9788778438614;285;Liste nr ;Liste nr  285
9788778439284;241;Liste nr ;Liste nr  241
9788778575166;215;Liste nr ;Liste nr  215
9788778575227;524;Liste nr ;Liste nr  524
9788778575395;1159;Liste nr ;Liste nr  1159
9788778870919;508;Liste nr ;Liste nr  508
9788778878380;862;Liste nr ;Liste nr  862
9788779342132;1152;Liste nr ;Liste nr  1152
9788779343993;611;Liste nr ;Liste nr  611
9788779551015;62;Liste nr ;Liste nr  62
9788779735156;995;Liste nr ;Liste nr  995
9788779965515;1194;Liste nr ;Liste nr  1194
9788789626574;1092;Liste nr ;Liste nr  1092
9788790333331;952;Liste nr ;Liste nr  952
9788790603182;478;Liste nr ;Liste nr  478
9788790614065;919;Liste nr ;Liste nr  919
9788790833534;89;Liste nr ;Liste nr  89
9788791171222;148;Liste nr ;Liste nr  148
9788791171475;100;Liste nr ;Liste nr  100
9788791583186;337;Liste nr ;Liste nr  337
9788792447159;493;Liste nr ;Liste nr  493
9788792542298;443;Liste nr ;Liste nr  443
9788792683038;1062;Liste nr ;Liste nr  1062
9788792718099;414;Liste nr ;Liste nr  414
9788792845153;1037;Liste nr ;Liste nr  1037
9788792892362;738;Liste nr ;Liste nr  738
9788792894267;567;Liste nr ;Liste nr  567
9788793011939;610;Liste nr ;Liste nr  610
9788798922203;260;Liste nr ;Liste nr  260
9788798922216;1035;Liste nr ;Liste nr  1035
9788799078431;1150;Liste nr ;Liste nr  1150
9788799209019;1021;Liste nr ;Liste nr  1021
9788799560318;859;Liste nr ;Liste nr  859
9780061735363;848;Liste nr ;Liste nr  848
9780062085542;1151;Liste nr ;Liste nr  1151
9780099552475;358;Liste nr ;Liste nr  358
9780113312238;1125;Liste nr ;Liste nr  1125
9780141036595;37;Liste nr ;Liste nr  37
9780142420898;202;Liste nr ;Liste nr  202
9780273730354;136;Liste nr ;Liste nr  136
9780273736561;1114;Liste nr ;Liste nr  1114
9780273793335;1153;Liste nr ;Liste nr  1153
9780349114460;762;Liste nr ;Liste nr  762
9780385738767;725;Liste nr ;Liste nr  725
9780393118261;705;Liste nr ;Liste nr  705
9780552991223;1113;Liste nr ;Liste nr  1113
9780670923168;557;Liste nr ;Liste nr  557
9780702046728;514;Liste nr ;Liste nr  514
9780761147213;224;Liste nr ;Liste nr  224
9781118097939;151;Liste nr ;Liste nr  151
